first,playerid,updated_salary,old_salary,increase in %
2015,polloaj01,2009750.000000000000,499000.000000000000,302.7555110220440900
2015,escobal02,4125000.000000000000,1470600.000000000000,180.4977560179518600
2015,donaljo02,7975000.000000000000,490833.333333333333,1524.7877758913412600
2015,crawfbr01,4587500.000000000000,523666.666666666667,776.0343730108211300
2015,calhoko01,1968750.000000000000,498500.000000000000,294.9348044132397200
2015,murphda08,8000000.000000000000,1729866.000000000000,362.4635665421483500
2015,gordode01,2871101.000000000000,500000.000000000000,474.2202000000000000
2015,moralke01,7750000.000000000000,3485000.000000000000,122.3816355810616900
2015,bogaexa01,596500.000000000000,517000.000000000000,15.37717601547388781400
2015,millean01,9000000.000000000000,1813369.833333333333,396.3135392771046200
2015,melanma01,7525000.000000000000,1014500.000000000000,641.7447018235584000
2015,martest01,2333333.000000000000,500000.000000000000,366.6666000000000000
2015,arrieja01,7165000.000000000000,481000.000000000000,1389.6049896049896000
2015,harvema01,2469562.500000000000,498750.000000000000,395.1503759398496200
2016,bettsmo01,566000.000000000000,514500.000000000000,10.00971817298347910600
2016,gardnbr01,13500000.000000000000,3592285.714285714286,275.8052970651395800
2016,inciaen01,523000.000000000000,513000.000000000000,1.94931773879142300200
2016,porceri01,20125000.000000000000,4964428.571428571429,305.3840177261086000
2016,trumbma01,9150000.000000000000,2630800.000000000000,247.8029496731032400
2016,blackch02,3500000.000000000000,499500.000000000000,600.7007007007007000
2016,ramoswi01,5350000.000000000000,1410500.000000000000,279.2981212336051000
2016,bradlja02,546500.000000000000,515000.000000000000,6.11650485436893203900
2016,kinslia01,14000000.000000000000,6721770.800000000000,108.2784494823893700
2016,freemfr01,12359375.000000000000,3026800.000000000000,308.3314061054579100
2016,morelmi01,5700000.000000000000,1403960.000000000000,305.9944727770021900
2016,zobribe01,10500000.000000000000,3466122.222222222222,202.9321912736295100
2016,janseke01,10650000.000000000000,2628800.000000000000,305.1278149726110800
2016,panikjo01,545000.000000000000,522500.000000000000,4.30622009569377990400
2016,brittza01,6750000.000000000000,1402500.000000000000,381.2834224598930500
